DEM_AGE_LONG,DEM_AGE_SHORT,DEM_GENDER,DEM_REGION,DEM_EDUCATION_LONG,DEM_EDUCATION_SHORT,DEM_MARITALSTATUS_LONG,DEM_MARITALSTATUS_SHORT,DEM_HOUSEHOLDSIZE,DEM_FAMILYINCOME_LONG,DEM_FAMILYINCOME_SHORT,DEM_EMPLOYMENT,DEM_ETHNICITY_LONG,DEM_ETHNICITY_SHORT,IDNUM,RANDOMSPLIT,Q01_ATAHC,Q01_ATWT,Q01_AOSS,Q01_CS,Q01_E,Q01_ESBPAY,Q01_GMIFP,Q01_HAJ,Q01_HHI,Q01_HQ,Q01_I,Q01_KAH,Q01_NOFHFAE,Q01_PHP,Q01_PRS,Q01_PESACAOW,Q01_RE,Q01_SM,Q01_ST,Q01_WAPL,Q01A,Q02,Q03,Q04,Q05,Q06,Q07_1,Q07_2,Q07_3,Q07_4,Q07_5,Q7_TOPPRIORITIES,Q08_1,Q08_2,Q08_3,Q08_4,Q09_1,Q09_2,Q09_3,Q09_4,Q09_5,Q10,Q11A,Q11B,Q12,Q13A,Q13B,Q14_1,Q14_2,Q14_3,Q14_4,Q15A_ATGE,Q15A_AHC,Q15A_AHI,Q15A_CE,Q15A_D,Q15A_ER,Q15A_GBM,Q15A_HITH,Q15A_L,Q15A_PCB,Q15A_TBSTLI,Q15A_OTH,Q15B_1,Q15B_2,Q15B_3,Q15B_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17_ICTPI,Q17_ICRMO,Q17_MCMKM,Q17_TCHSA,Q17_IPALO,Q17_BAMOT,Q17_IIVIT,Q17_IAWOC,Q17_IETBA,Q17_MOTCH,Q17_IFHAT,Q17_MOTCC,Q17_MCCWT,Q17_MCHTR,Q17_MCWTT,Q17_IKMNW,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22_1,Q22_2,Q23,Q24,Q25,Q26,Q27,Q28,Q28A,Q29A_1,Q29A_2,Q29A_3,Q29A_4,Q29A_5,Q29A_6,Q29A_7,Q29A_8,Q29B,Q30_1,Q30_2,Q30_3,Q30_4,Q31_1,Q31_2,Q32,Q33,Q33A,Q34,WEIGHT
52,2,1,3,12,4,1,1,2,14,5,1,3,3,5623,1,5,5,4,5,4,4,5,5,4,5,4,4,4,5,5,5,5,5,5,5,3,1,1,1,1,1,4,2,1,5,3,5,4,4,5,4,4,5,5,2,4,4,1,,3,4,,2,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,2,2,2,2,0,28,49,34,23,27,34,14,2,2,2,3,3,2,3,2,3,2,3,3,2,2,2,1,4,3,3,4,4,4,3,3,1,1,2,2,1,2,3,3,3,4,3,5,3,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,3,1,2,2,0.7896690449
48,1,1,3,13,4,1,1,4,16,7,1,1,1,5624,1,3,3,3,4,3,3,5,4,4,5,4,4,3,5,4,4,2,5,4,4,11,2,3,2,2,2,,,,,,0,4,4,1,2,3,5,4,5,5,1,1,,3,4,,2,2,2,3,0,0,0,1,0,0,0,0,1,1,0,0,5,3,3,3,23,24,70,60,30,29,72,59,2,2,1,1,1,1,1,2,1,2,2,2,2,3,2,2,3,4,4,4,4,4,4,4,1,1,2,2,2,2,2,3,3,4,2,1,1,2,1,2,6,2,3,2,1,2,2,2,-1,1,2,2,,0,1,0,0,4,3,3,1,2,1,0.9115590676
49,1,2,2,12,4,1,1,4,11,3,1,1,1,5625,1,4,3,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,3,1,2,1,1,1,1,4,5,3,,4,4,4,5,4,5,5,5,4,4,4,1,,3,1,,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,3,3,2,2,29,-1,51,-1,-1,-1,-1,-1,3,2,1,2,2,2,2,3,3,2,2,3,2,3,2,1,4,4,4,4,4,4,3,3,1,1,2,2,2,2,3,4,4,3,2,3,3,2,1,2,6,2,3,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,3,2,,2,0.8336527382
59,2,2,3,9,2,1,1,6,14,5,5,1,1,5626,1,4,3,3,5,4,2,4,5,3,5,3,5,5,5,4,5,2,5,5,3,4,2,1,1,1,2,2,3,4,,,3,4,5,4,5,5,5,5,5,5,3,1,,1,4,,1,2,1,2,0,0,0,0,0,1,1,0,0,1,0,0,3,2,2,2,-1,-1,50,99,97,50,100,-1,3,4,3,4,3,3,2,3,4,4,4,4,4,2,3,2,4,4,4,5,4,4,3,3,2,2,2,2,2,2,3,4,3,5,1,5,5,1,2,2,6,2,1,2,2,2,2,2,2,2,2,2,1,0,0,1,0,3,3,3,2,,1,1.05551822
36,1,2,3,10,3,1,1,3,10,3,1,1,1,5627,2,5,2,3,3,2,4,3,5,5,3,5,3,3,4,1,4,3,5,5,4,1,1,2,2,1,2,1,4,,,,2,5,5,5,5,5,4,5,2,3,5,,2,3,,1,2,2,3,3,0,1,1,0,0,1,0,0,0,0,0,0,1,3,3,1,-1,13,79,0,3,25,-1,-1,3,2,2,2,2,2,3,2,3,3,3,3,2,2,2,1,4,4,4,4,5,4,2,1,1,1,2,2,2,2,3,5,3,3,3,3,1,1,1,1,2,1,2,,2,2,2,2,2,2,2,2,1,0,0,1,0,1,2,1,1,2,2,0.9320607994
36,1,2,3,10,3,1,1,4,15,6,7,1,1,5628,1,4,2,1,2,3,5,4,5,4,2,5,5,3,5,2,4,2,5,3,2,9,2,2,2,2,3,,,,,,0,3,3,3,3,3,3,3,3,3,3,1,,1,4,,2,1,3,2,0,0,0,0,0,0,1,0,1,1,0,0,5,3,3,5,77,82,79,90,53,-1,97,-1,2,2,2,1,2,1,1,2,2,3,3,2,1,3,3,1,4,4,4,4,4,4,4,4,1,1,2,2,2,2,3,3,3,3,2,5,5,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,4,3,2,,1,0.9592686314
66,3,2,3,3,1,1,1,2,9,3,5,3,3,5629,1,3,4,1,1,3,1,4,3,3,1,1,2,3,3,1,3,3,5,5,3,3,1,2,1,2,2,1,3,,,,2,5,4,4,3,5,5,4,4,3,5,1,,3,4,,2,2,3,2,0,0,1,0,0,1,0,0,0,1,0,0,3,2,3,3,46,96,50,50,2,50,50,50,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,3,3,4,4,3,3,3,2,1,2,2,2,2,3,4,3,3,3,5,3,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,,0,0,1,0,3,3,4,2,,2,1.245580026
53,2,2,1,13,4,1,1,4,16,7,1,1,1,5630,2,5,2,4,3,4,3,4,4,4,5,3,4,5,5,2,5,2,5,5,4,9,2,2,2,2,2,,,,,,0,2,2,2,2,4,5,4,5,4,2,,1,1,,1,2,3,2,3,0,0,0,1,0,1,0,0,0,1,0,0,5,2,2,4,-1,44,-1,42,27,31,88,63,2,2,2,1,2,2,1,3,1,1,2,2,2,2,2,2,5,4,5,3,3,3,1,1,2,1,2,2,2,2,5,5,4,3,1,2,2,1,2,2,3,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,3,2,,2,0.8579879356
73,3,2,3,9,2,1,1,2,9,3,5,6,5,5631,2,4,4,3,3,4,3,4,4,4,3,4,4,3,4,3,5,4,5,4,2,7,2,2,2,2,2,,,,,,0,4,4,3,4,4,5,5,4,4,4,,1,3,,4,2,2,3,3,0,0,0,0,0,1,1,0,0,1,0,0,4,3,5,3,50,73,79,48,91,87,68,50,2,1,1,2,2,1,1,1,2,1,2,2,2,2,3,1,3,3,3,4,5,4,3,2,2,1,2,2,2,2,3,4,5,3,4,5,3,2,1,2,6,2,1,2,2,2,2,1,2,2,2,1,,0,0,1,0,3,3,4,2,,2,1.245580026
72,3,1,4,10,3,1,1,3,15,6,5,1,1,5632,2,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,7,1,1,1,1,2,1,2,4,3,,4,5,5,5,5,5,5,5,5,5,1,,1,1,,3,2,2,3,3,0,1,0,0,0,1,1,0,0,0,0,0,1,2,2,1,69,77,26,23,0,74,74,0,4,4,2,4,1,4,2,1,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1,2,2,1,1,4,5,4,4,3,1,1,1,1,2,4,1,1,2,1,2,2,1,2,1,2,2,,0,0,1,0,4,4,4,1,2,1,0.7186461915
70,3,2,2,14,4,3,2,1,11,3,5,2,2,5633,1,3,3,4,4,3,2,4,4,3,3,4,3,3,5,3,5,3,5,3,4,9,1,1,1,1,1,1,4,1,3,5,5,5,5,4,5,5,5,5,2,2,5,1,,1,1,,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,5,5,5,5,30,19,17,10,21,23,11,20,2,4,4,2,4,4,4,3,4,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,2,5,4,4,4,2,5,5,1,2,2,4,2,1,2,2,2,1,1,2,2,2,2,,0,0,1,0,4,3,2,2,,2,0.6539377012
36,1,2,3,9,2,1,1,6,11,3,6,1,1,5634,1,5,1,2,2,2,2,3,2,5,2,2,4,5,4,1,5,1,5,4,3,7,2,2,2,2,2,,,,,,0,5,5,5,5,5,5,5,5,5,4,2,,3,4,,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,5,2,2,2,50,50,-1,-1,-1,-1,-1,-1,3,2,1,2,2,2,2,2,3,1,4,4,2,1,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,4,5,5,1,2,2,6,2,2,,2,2,2,1,1,2,2,2,,0,0,1,0,4,4,4,1,2,2,1.217997091
64,2,2,2,10,3,1,1,2,11,3,5,1,1,5635,2,4,3,4,3,3,4,4,3,5,3,3,5,4,5,1,5,3,5,5,4,9,2,1,1,1,2,2,4,3,,,3,3,5,4,5,4,5,5,5,3,3,,1,3,,4,2,2,3,3,0,0,1,0,0,1,0,0,0,1,0,0,4,4,2,1,50,50,50,50,50,50,50,-1,3,1,1,3,1,1,1,1,3,1,3,3,3,2,3,3,4,5,5,5,4,5,5,5,1,1,2,2,2,2,4,5,4,3,3,3,1,1,2,2,6,2,1,1,1,2,2,1,2,1,2,2,,0,1,0,0,3,3,4,1,2,2,0.6880343627
90,3,1,1,13,4,1,1,2,15,6,7,1,1,5636,1,5,3,4,1,2,3,4,4,5,4,4,4,3,5,4,4,3,5,5,3,9,3,2,3,2,3,,,,,,0,3,3,2,1,5,5,5,5,5,1,1,,1,4,,3,3,3,2,0,0,0,1,0,0,1,0,0,1,0,0,5,3,5,5,100,93,100,97,92,63,100,0,2,3,3,1,1,2,1,4,4,3,4,4,3,4,2,1,3,3,3,3,3,3,3,3,1,2,2,2,1,1,2,4,3,4,1,5,5,1,2,2,1,2,3,2,1,2,2,1,2,2,2,2,,0,1,0,0,4,4,4,2,,2,0.4076553719
55,2,2,2,10,3,1,1,1,14,5,2,1,1,5637,2,5,1,3,3,5,5,5,3,3,3,1,5,3,4,2,5,1,5,5,3,15,2,1,2,3,2,2,,,,,1,1,3,3,3,5,1,3,1,3,4,,1,1,,4,1,2,1,2,0,0,1,0,0,0,0,1,0,1,0,0,5,2,1,3,50,54,35,19,14,27,44,19,4,3,3,1,3,2,3,3,4,1,3,4,2,3,3,2,4,4,3,3,4,3,3,3,2,2,2,2,2,2,5,4,1,3,2,4,1,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,4,2,,2,0.3953249091
45,1,2,2,11,3,1,1,2,11,3,2,1,1,5638,2,5,2,4,5,5,3,4,5,4,4,4,4,5,4,3,5,4,4,5,5,3,1,1,1,1,1,4,2,1,5,3,5,5,5,5,5,5,5,5,5,4,5,,1,3,,2,3,3,3,3,0,1,1,1,0,0,0,0,0,0,0,0,4,2,1,1,0,9,21,0,50,35,14,0,3,3,3,2,3,3,2,4,2,2,3,3,2,2,2,2,4,4,2,4,5,4,4,2,1,1,1,1,1,2,5,5,4,4,3,3,3,1,1,2,5,2,3,1,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,3,1,2,2,0.8853852106
41,1,1,3,9,2,1,1,4,15,6,1,1,1,5639,1,5,3,4,3,5,3,3,5,5,3,5,5,4,5,3,5,3,5,5,3,4,2,2,2,2,2,,,,,,0,3,3,3,3,3,3,3,3,3,3,2,,1,4,,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,2,3,3,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,2,,1,1,1,3,3,3,3,3,,1,0,0,0,3,3,3,1,-1,2,2.167951881
29,1,2,2,13,4,1,1,2,16,7,1,4,4,5640,2,5,4,3,3,3,5,3,4,4,4,4,4,3,4,3,5,1,5,3,5,10,1,1,1,1,2,2,4,3,1,,4,4,4,4,4,4,5,4,5,2,4,,1,1,,3,2,3,2,1,0,0,1,1,0,0,0,0,0,1,0,0,4,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,4,4,4,3,3,3,2,2,2,2,2,2,5,4,5,4,2,1,2,2,2,2,5,2,1,1,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,1,2,,1,1.302632901
22,1,2,2,11,3,1,1,2,16,7,1,1,1,5641,1,4,2,2,3,3,4,4,3,3,3,4,3,3,4,2,3,2,4,3,2,,2,1,1,3,2,3,2,,,,2,3,3,4,4,4,4,4,4,4,4,1,,3,4,,2,2,3,2,0,0,1,0,0,0,0,0,0,1,0,1,3,4,4,3,0,-1,-1,19,-1,-1,-1,-1,3,2,1,1,2,2,2,1,3,1,2,3,2,1,2,2,3,4,4,4,3,3,3,3,2,2,2,2,2,2,4,4,3,3,3,4,3,2,2,2,6,2,1,1,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,4,2,,2,1.264389065
53,2,2,4,13,4,5,4,1,14,5,1,1,1,5642,2,5,3,3,4,4,4,3,4,5,3,4,4,5,5,3,5,4,5,5,4,5,1,1,1,1,1,2,3,1,1,5,5,4,5,5,4,5,5,5,4,4,5,,2,1,,2,3,3,3,3,0,1,1,0,0,0,0,0,0,0,1,0,2,1,2,1,17,38,50,2,3,56,45,21,3,3,2,4,3,2,4,2,4,4,3,2,3,3,3,1,3,4,4,5,4,4,3,1,1,1,1,2,1,2,2,3,2,5,1,4,3,2,2,2,6,2,3,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,4,4,1,1,2,0.4823317166
75,3,2,1,12,4,1,1,2,16,7,5,1,1,5643,2,4,4,3,4,4,4,5,4,5,3,2,5,4,5,2,5,2,5,4,3,9,1,1,1,2,2,1,3,2,,,3,3,5,4,4,5,5,5,4,4,5,,1,1,,2,3,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1,1,19,10,39,30,3,34,30,11,3,2,2,1,3,3,3,3,3,2,3,3,2,2,3,2,4,3,3,3,4,4,3,3,1,1,1,1,2,1,4,2,3,4,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,,0,0,1,0,4,4,3,1,2,2,0.5709594056
57,2,2,1,9,2,1,1,6,16,7,7,1,1,5644,1,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,5,3,4,7,-1,3,3,3,3,,,,,,0,2,2,3,1,1,3,3,3,3,1,-1,,-1,4,,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,5,3,3,5,-1,-1,100,98,83,-1,97,-1,-1,-1,2,1,-1,2,-1,2,2,2,-1,-1,-1,1,-1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,5,5,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,4,4,2,,2,0.9189492942
61,2,2,-1,12,4,2,2,5,16,7,1,1,1,5645,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,0.6667438934
74,3,2,3,11,3,1,1,2,16,7,5,1,1,5646,2,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,5,4,5,5,4,1,1,2,2,1,2,4,1,,,,2,4,4,4,4,5,5,5,5,5,4,,1,1,,4,2,2,3,3,0,1,1,0,0,0,0,0,0,1,0,0,2,2,3,1,21,49,66,14,77,50,20,50,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,2,2,1,1,2,2,2,2,3,4,4,3,2,4,4,2,2,2,3,2,1,6,2,2,2,1,2,1,2,2,,0,0,1,0,4,4,1,2,,1,0.6021930309
70,3,2,1,13,4,1,1,3,17,8,1,1,1,5647,2,5,3,4,4,4,3,5,3,5,3,4,4,4,4,3,5,3,5,5,4,11,1,1,2,1,2,1,4,2,,,3,5,5,4,5,5,5,5,3,2,1,,1,3,,3,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,1,1,2,3,1,17,20,-1,-1,32,31,31,11,3,2,2,3,2,4,3,2,2,3,3,2,2,3,2,2,4,3,3,4,4,4,2,4,1,1,1,1,1,2,3,4,2,4,2,5,3,2,2,2,6,2,1,2,1,2,2,1,2,2,2,2,,0,0,1,0,4,3,4,2,,1,0.8500544382
63,2,2,4,12,4,1,1,2,15,6,2,4,4,5648,2,4,3,4,3,4,3,4,3,4,3,4,4,4,4,2,4,3,5,3,3,7,2,2,2,2,1,5,,,,,1,5,4,4,4,5,4,5,4,3,4,,1,3,,3,3,2,3,3,1,0,0,0,0,1,0,1,0,0,0,0,4,3,4,1,21,-1,-1,-1,-1,-1,-1,-1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,4,1,1,2,2,2,2,2,1,3,3,3,1,1,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,,1,0,0,0,4,2,4,2,,2,0.486619317
23,1,1,1,9,2,1,1,3,13,4,1,1,1,5649,2,5,1,5,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,4,2,2,2,2,2,,,,,,0,3,3,3,3,4,4,4,4,4,3,,1,3,,3,2,2,3,3,0,0,1,0,0,1,0,0,0,1,0,0,5,3,3,3,27,100,100,-1,-1,-1,-1,-1,2,3,2,1,1,1,2,2,2,2,2,2,1,1,2,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,1,1,2,1,2,6,2,1,5,1,2,2,2,2,2,2,2,,0,1,0,0,3,3,2,2,,2,4.030241851
53,2,2,4,9,2,1,1,2,14,5,1,1,1,5650,2,3,3,4,4,3,4,4,2,3,2,3,4,3,4,3,5,1,5,5,3,7,2,2,2,2,1,5,,,,,1,3,3,3,3,5,4,4,4,3,3,,1,1,,4,2,2,1,2,1,0,0,1,0,0,0,0,0,1,0,0,5,3,4,3,50,37,-1,45,22,32,-1,33,2,1,1,1,1,1,2,2,3,1,2,2,2,3,1,1,3,3,4,4,4,3,3,3,2,1,2,2,2,2,2,4,2,3,2,3,3,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,4,2,,2,0.9386206114
62,2,1,3,9,2,1,1,3,13,4,1,3,3,5651,1,4,4,4,3,5,3,3,4,3,4,3,5,4,5,4,4,2,5,5,3,9,1,1,1,1,2,1,2,4,3,,4,5,5,5,5,5,4,4,5,4,4,1,,3,4,,2,2,3,3,1,0,0,0,0,1,0,0,0,1,0,0,4,2,2,4,15,23,-1,68,-1,14,-1,66,3,3,3,2,3,2,3,2,3,3,4,3,3,4,3,3,4,5,5,4,5,4,4,4,1,1,1,2,2,2,4,4,3,3,2,5,5,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,4,1,2,2,1.438741873
54,2,1,4,9,2,2,2,2,10,3,1,2,2,5652,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,18,1,1,1,1,1,2,4,1,1,5,5,5,5,5,5,5,5,5,5,3,5,,1,3,,1,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,5,5,1,1,5,46,14,8,9,9,9,11,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,1,2,2,1,1,5,4,3,5,5,2,1,2,4,2,1,2,1,3,2,2,2,2,2,1,,0,0,1,0,4,2,1,2,,2,2.06592704
55,2,2,1,9,2,1,1,2,13,4,4,1,1,5653,2,3,2,2,3,1,2,5,2,3,2,4,3,2,3,2,5,1,5,5,2,7,1,1,1,1,2,4,1,2,3,,4,4,5,4,5,5,4,5,5,5,5,,1,3,,4,1,1,3,2,0,1,0,0,0,0,0,0,0,1,1,0,4,2,2,5,13,55,0,1,0,2,1,0,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,4,1,1,1,1,1,1,2,2,2,2,2,2,4,5,5,3,1,3,3,2,2,2,6,2,1,2,2,2,2,2,2,2,2,2,1,0,0,1,0,3,3,3,2,,2,0.7294036838
40,1,2,3,9,2,5,4,3,12,4,1,2,2,5654,2,5,3,4,4,5,4,3,4,4,4,4,4,3,4,3,4,5,5,4,4,18,1,1,1,1,1,5,3,4,2,1,5,5,5,4,4,5,4,4,4,4,5,,1,3,,2,3,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,4,2,2,2,50,69,50,86,0,50,100,50,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,4,4,3,3,3,3,2,2,2,2,2,2,3,5,3,5,2,5,4,2,2,2,6,1,1,2,3,3,3,3,3,3,3,3,2,0,0,1,0,4,3,4,2,,2,1.453840353
40,1,1,3,10,3,3,2,2,11,3,1,3,3,5655,1,3,2,3,3,3,4,4,5,2,3,3,4,4,5,4,4,2,5,5,3,2,1,1,2,1,3,2,4,1,,,3,5,5,5,5,5,5,5,5,5,1,1,,1,2,,2,2,1,3,1,0,1,0,0,1,0,0,0,0,0,0,2,3,2,1,49,4,-1,3,-1,-1,7,-1,3,4,2,2,2,3,4,1,1,1,2,2,3,2,2,1,5,4,5,1,1,4,5,5,2,2,2,2,2,2,5,4,3,5,3,5,5,2,1,1,6,2,2,,2,1,2,2,2,2,2,2,,0,0,1,0,3,3,2,1,2,2,1.432536387
47,1,2,2,13,4,1,1,1,15,6,1,1,1,5656,1,4,2,4,5,3,2,5,3,4,4,3,4,4,4,1,5,4,5,4,4,11,1,1,1,2,2,1,2,3,,,3,4,5,5,5,5,5,5,4,4,5,2,,1,1,,2,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,5,2,1,1,2,81,-1,49,2,5,-1,-1,2,2,1,1,1,2,3,2,4,1,2,2,2,2,1,2,3,3,3,4,3,4,4,3,2,1,2,1,1,2,5,3,4,3,2,1,1,2,2,2,6,2,-1,,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,3,2,,2,0.3606868683
77,3,2,2,9,2,1,1,2,15,6,7,1,1,5657,2,4,2,3,2,2,4,5,4,4,3,3,3,4,4,2,4,4,5,5,3,11,2,2,3,2,3,,,,,,0,4,4,3,3,5,4,3,5,4,4,,1,3,,2,3,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,4,3,3,2,36,65,17,32,30,92,100,92,4,3,3,4,2,2,3,2,3,2,3,4,2,2,2,2,4,4,4,3,3,4,3,3,2,2,2,2,2,2,3,3,2,3,2,5,5,2,2,2,4,2,1,2,2,2,2,1,2,2,2,1,,0,0,0,1,3,2,4,2,,2,0.7869329558
50,2,2,3,10,3,1,1,2,11,3,2,1,1,5658,1,5,2,1,2,2,3,5,2,5,3,1,5,3,5,1,5,3,5,5,3,9,2,2,2,1,2,4,,,,,1,5,5,5,4,5,5,5,5,5,1,1,,3,4,,1,1,3,2,0,1,1,0,0,0,1,0,0,0,0,0,5,5,5,1,50,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,1,1,3,1,4,2,3,3,1,3,1,1,3,3,1,3,3,3,3,3,1,1,2,2,2,2,5,5,5,5,3,5,5,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0,1,0,4,3,3,2,,2,0.8853852106
56,2,2,4,12,4,5,4,1,13,4,1,1,1,5659,2,5,2,3,4,5,4,5,3,5,4,3,5,5,5,4,5,3,5,5,5,9,1,1,2,2,1,5,1,2,,,3,4,4,5,5,4,5,5,5,5,4,,1,2,,4,2,2,3,3,0,1,0,0,0,1,0,0,0,1,0,0,2,2,1,1,20,66,14,0,49,82,38,22,2,2,1,2,2,3,2,2,4,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,1,1,1,2,1,2,4,4,3,4,2,1,1,2,2,2,6,2,1,5,2,2,1,2,2,2,2,2,,0,0,1,0,3,4,4,2,,1,0.3748208026
71,3,2,3,10,3,1,1,2,16,7,2,1,1,5660,2,5,4,4,4,5,5,4,5,5,5,5,4,4,5,4,5,4,5,5,4,7,1,1,2,1,2,4,1,2,,,3,4,4,4,3,5,5,5,4,4,3,,1,3,,2,2,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,5,3,2,3,86,77,75,75,84,75,78,86,3,3,1,2,2,2,2,1,4,3,3,3,2,3,3,2,4,4,4,4,4,4,4,4,1,1,2,2,1,2,4,4,2,3,2,4,4,1,1,1,4,2,1,2,1,1,2,1,2,2,2,2,,0,0,1,0,3,3,4,1,2,1,0.6021930309
58,2,2,2,9,2,1,1,2,14,5,1,1,1,5661,1,3,3,2,3,4,4,4,3,3,3,3,5,3,5,3,4,1,5,5,4,3,2,2,2,1,2,4,,,,,1,3,3,5,3,4,5,5,4,4,4,1,,3,4,,2,2,3,2,0,1,1,0,0,0,0,0,0,1,0,0,2,5,5,1,41,44,59,42,35,39,27,21,3,2,2,2,3,2,4,3,4,2,3,2,2,2,3,2,4,4,4,4,4,4,3,3,2,2,2,2,2,1,3,3,3,3,2,3,3,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,4,1,2,2,0.7294036838
33,1,2,2,4,1,2,2,4,8,3,4,3,3,5662,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,3,2,1,1,1,1,5,3,2,4,,4,4,4,4,2,5,5,5,5,5,2,,1,3,,1,2,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,5,5,3,1,34,18,23,10,25,-1,-1,-1,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,1,2,2,1,2,5,5,3,3,2,5,5,2,2,2,5,1,1,6,1,3,2,2,2,2,2,2,,0,0,1,0,4,2,2,2,,1,1.137496056
