DEM_AGE_LONG	DEM_AGE_SHORT	DEM_GENDER	DEM_REGION	DEM_EDUCATION_LONG	DEM_EDUCATION_SHORT	DEM_MARITALSTATUS_LONG	DEM_MARITALSTATUS_SHORT	DEM_HOUSEHOLDSIZE	DEM_FAMILYINCOME_LONG	DEM_FAMILYINCOME_SHORT	DEM_EMPLOYMENT	DEM_ETHNICITY_LONG	DEM_ETHNICITY_SHORT	IDNUM	RANDOMSPLIT	Q01_ATAHC	Q01_ATWT	Q01_AOSS	Q01_CS	Q01_E	Q01_ESBPAY	Q01_GMIFP	Q01_HAJ	Q01_HHI	Q01_HQ	Q01_I	Q01_KAH	Q01_NOFHFAE	Q01_PHP	Q01_PRS	Q01_PESACAOW	Q01_RE	Q01_SM	Q01_ST	Q01_WAPL	Q01A	Q02	Q03	Q04	Q05	Q06	Q07_1	Q07_2	Q07_3	Q07_4	Q07_5	Q7_TOPPRIORITIES	Q08_1	Q08_2	Q08_3	Q08_4	Q09_1	Q09_2	Q09_3	Q09_4	Q09_5	Q10	Q11A	Q11B	Q12	Q13A	Q13B	Q14_1	Q14_2	Q14_3	Q14_4	Q15A_ATGE	Q15A_AHC	Q15A_AHI	Q15A_CE	Q15A_D	Q15A_ER	Q15A_GBM	Q15A_HITH	Q15A_L	Q15A_PCB	Q15A_TBSTLI	Q15A_OTH	Q15B_1	Q15B_2	Q15B_3	Q15B_4	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q16_7	Q16_8	Q17_ICTPI	Q17_ICRMO	Q17_MCMKM	Q17_TCHSA	Q17_IPALO	Q17_BAMOT	Q17_IIVIT	Q17_IAWOC	Q17_IETBA	Q17_MOTCH	Q17_IFHAT	Q17_MOTCC	Q17_MCCWT	Q17_MCHTR	Q17_MCWTT	Q17_IKMNW	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q18_6	Q18_7	Q18_8	Q19_1	Q19_2	Q19_3	Q19_4	Q19_5	Q19_6	Q20_1	Q20_2	Q20_3	Q20_4	Q21	Q22_1	Q22_2	Q23	Q24	Q25	Q26	Q27	Q28	Q28A	Q29A_1	Q29A_2	Q29A_3	Q29A_4	Q29A_5	Q29A_6	Q29A_7	Q29A_8	Q29B	Q30_1	Q30_2	Q30_3	Q30_4	Q31_1	Q31_2	Q32	Q33	Q33A	Q34	WEIGHT
21	1	2	3	10	3	1	1	3	8	3	3	2	2	2740	2	5	4	2	2	2	1	2	1	5	1	2	5	5	2	1	5	1	5	5	1	1	2	1	1	1	2	4	2	3	 	 	3	4	5	5	4	5	5	5	5	4	5	 	1	3	 	4	2	2	2	2	0	1	1	0	0	0	0	0	0	1	0	0	3	3	3	1	29	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	2	3	3	2	3	3	2	2	2	2	2	2	4	4	3	4	4	4	4	4	2	2	2	2	1	2	1	1	1	1	3	5	4	2	2	2	6	2	1	1	2	1	3	2	2	2	2	2	 	0	0	1	0	2	2	4	2	 	2	1.8764135015917
63	2	1	2	12	4	1	1	2	13	4	5	1	1	2741	2	5	3	4	2	3	3	4	1	4	3	4	4	4	4	1	4	2	5	3	3	7	1	2	2	2	2	1	 	 	 	 	1	4	5	5	4	5	5	5	4	3	5	 	1	3	 	2	3	3	3	3	0	1	1	0	0	0	0	0	0	1	0	0	1	2	3	1	14	19	57	0	0	17	58	14	3	1	2	1	1	1	2	3	3	1	4	2	2	3	2	3	4	4	3	4	3	3	4	4	1	1	1	2	2	2	4	4	3	5	1	1	1	1	2	2	6	2	3	2	-1	1	-1	-1	-1	-1	-1	-1	 	0	0	1	0	4	4	4	2	 	2	.4760716231491
23	1	2	2	12	4	5	4	3	14	5	7	3	3	2742	1	5	3	4	5	4	2	5	3	5	5	4	5	5	4	1	5	4	5	5	5	11	1	1	1	1	1	4	1	2	5	3	5	5	5	5	5	5	5	5	2	2	5	2	 	1	1	 	3	3	3	3	1	1	0	0	0	1	0	0	0	0	0	0	1	2	1	1	14	7	50	30	20	32	60	34	2	1	1	3	1	2	1	1	1	1	2	2	2	3	2	1	4	3	3	4	3	4	3	3	2	2	2	2	2	2	5	5	5	4	2	1	1	2	2	2	6	2	2	 	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	1	2	 	2	2.2276027059049
51	2	1	1	9	2	1	1	3	12	4	1	1	1	2743	1	5	3	4	3	3	4	4	4	4	5	4	4	4	4	4	4	4	5	4	4	7	2	2	2	2	2	 	 	 	 	 	0	4	4	4	4	5	4	5	4	5	5	1	 	1	4	 	1	1	2	3	0	1	1	0	0	0	0	0	0	1	0	0	5	2	2	2	31	25	25	11	50	39	30	25	3	3	1	2	2	1	2	1	3	1	3	3	3	2	2	1	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	4	4	5	2	4	3	2	2	-1	6	2	1	2	2	1	2	2	2	2	2	2	 	0	0	1	0	3	3	3	2	 	2	1.6947971549192
62	2	1	3	11	3	1	1	4	10	3	5	6	5	2744	1	4	1	2	2	3	1	3	4	4	4	4	4	4	4	3	4	1	5	4	3	7	1	2	2	2	1	1	5	 	 	 	2	3	4	4	4	5	4	4	5	3	1	1	 	3	4	 	2	2	3	3	0	1	1	0	0	1	0	0	0	0	0	0	5	3	1	2	36	67	50	14	-1	-1	-1	-1	3	3	3	1	4	2	2	3	2	4	3	3	3	2	2	1	3	4	4	4	4	2	2	2	1	1	1	2	1	2	4	4	4	4	3	4	4	2	2	2	5	2	1	2	2	2	2	2	2	1	2	2	 	0	1	0	0	3	3	3	2	 	1	.7531200980017
69	3	2	2	9	2	1	1	2	9	3	5	1	1	2745	1	5	3	4	4	5	4	3	4	5	5	4	3	4	4	2	5	3	5	5	4	1	1	1	1	1	1	1	2	4	3	5	5	4	4	4	5	5	5	5	4	4	5	2	 	1	4	 	3	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	1	2	3	1	7	19	-1	50	17	50	25	25	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	1	1	2	2	2	2	5	5	5	5	4	1	1	2	2	2	6	2	2	 	2	2	2	1	2	2	2	2	 	0	0	1	0	1	1	3	2	 	1	1.1463040572362
27	1	2	4	13	4	5	4	4	16	7	1	1	1	2746	1	5	3	4	3	4	3	3	3	4	4	3	4	4	4	2	4	2	4	3	3	1	1	1	1	1	1	1	2	4	3	5	5	5	5	4	5	5	5	5	4	4	5	2	 	3	1	 	3	3	3	2	1	1	1	0	0	0	0	0	0	0	0	0	2	2	1	1	57	-1	-1	32	0	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	1	2	2	2	6	-1	1	9	1	2	2	2	2	2	2	2	 	0	1	0	0	4	3	3	2	 	2	1.7848089914333
57	2	1	3	9	2	1	1	2	14	5	1	1	1	2747	2	4	3	4	4	3	4	5	3	4	4	3	1	3	5	3	3	1	5	4	3	7	2	2	2	2	2	 	 	 	 	 	0	3	3	4	4	4	5	5	5	3	2	 	1	1	 	2	2	2	3	3	0	0	1	0	0	1	0	0	0	1	0	0	4	2	2	4	74	73	91	66	70	77	78	75	3	1	1	1	1	2	2	1	2	1	3	2	2	3	2	3	3	3	3	3	3	3	3	3	1	1	2	2	2	2	1	4	4	5	4	2	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	0	0	1	0	3	3	4	2	 	2	.91096398306
77	3	1	1	13	4	4	3	1	11	3	5	1	1	2748	2	4	2	3	4	3	4	4	4	3	3	3	5	2	4	4	4	2	5	4	3	7	2	2	1	2	1	3	3	 	 	 	2	3	4	5	3	5	4	4	4	4	4	 	1	2	 	4	3	2	3	3	1	0	0	1	0	0	0	0	0	1	0	0	3	2	3	2	19	40	62	29	21	36	66	43	4	3	3	1	2	3	3	2	3	3	4	3	3	2	2	2	4	3	3	4	4	4	4	4	1	2	2	2	1	2	4	3	2	4	2	5	4	1	1	2	4	2	1	1	1	2	2	1	2	2	2	2	 	0	0	1	0	3	3	4	2	 	1	.3911594675859
34	1	2	4	11	3	1	1	12	 	 	7	1	1	2749	1	5	2	5	5	3	3	5	3	3	5	2	5	5	5	1	5	1	5	5	5	3	1	1	1	1	2	1	2	1	4	 	4	5	5	3	4	5	5	5	5	5	4	1	 	3	3	 	2	2	1	3	0	1	0	1	0	0	0	1	0	0	0	0	3	1	1	1	31	45	47	45	47	47	45	47	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	1	1	2	2	1	2	1	1	1	1	3	1	1	2	2	2	3	2	1	1	2	2	2	2	1	2	2	2	 	0	0	1	0	4	4	4	2	 	2	1.1018295842448
69	3	2	1	11	3	3	2	1	6	2	5	1	1	2750	1	4	3	2	3	4	4	4	3	3	3	3	5	3	4	4	4	3	5	5	3	3	1	2	2	1	2	1	4	 	 	 	2	3	5	5	4	5	4	5	4	4	5	1	 	3	4	 	3	3	3	3	0	0	0	0	0	0	1	1	0	1	0	0	2	2	3	3	13	-1	50	34	29	30	50	30	3	1	1	2	1	1	1	1	2	3	2	2	2	3	2	1	4	3	3	5	5	4	4	4	1	1	2	2	2	2	3	4	3	4	3	3	3	2	1	2	4	1	1	2	1	2	2	1	2	2	2	2	 	0	0	1	0	3	3	4	2	 	2	.7471876083021
78	3	1	3	13	4	1	1	2	14	5	2	1	1	2751	2	4	2	2	4	4	3	3	4	4	3	3	4	3	4	2	5	2	5	4	3	7	2	2	2	2	2	 	 	 	 	 	0	3	4	3	1	4	5	4	3	4	2	 	1	1	 	1	2	2	3	3	0	1	1	0	1	0	0	0	0	0	0	0	2	2	2	1	36	36	57	38	22	29	44	4	3	1	2	2	3	2	1	2	3	3	3	3	2	4	3	3	4	4	4	5	4	4	3	3	1	1	2	2	1	2	3	1	3	2	2	2	1	1	2	2	6	2	3	2	1	2	2	1	2	2	2	1	 	0	0	1	0	4	3	4	1	2	2	.4817381948474
50	2	1	3	6	1	1	1	3	12	4	1	2	2	2752	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	11	1	1	2	1	2	4	1	2	 	 	3	5	5	5	5	5	5	5	4	5	5	 	1	3	 	4	3	3	3	3	0	1	0	0	0	1	0	0	0	1	0	0	3	3	3	3	34	52	56	7	50	50	0	49	2	1	2	3	2	2	4	1	4	3	3	4	2	1	1	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	5	3	3	3	3	3	1	1	1	1	2	1	2	1	2	2	2	2	2	2	2	 	0	1	0	0	2	2	3	2	 	2	2.0516269301514
64	2	2	1	9	2	1	1	3	16	7	7	6	5	2753	1	5	3	4	3	2	2	5	3	5	3	4	3	2	3	1	3	4	5	5	4	6	2	2	2	3	3	 	 	 	 	 	0	4	4	3	5	5	4	3	3	3	5	2	 	3	4	 	3	2	3	2	0	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	18	25	-1	30	12	-1	-1	-1	2	3	2	3	1	2	1	3	3	2	3	3	3	2	2	2	3	4	3	3	3	3	3	3	1	1	2	2	2	2	4	4	3	3	3	1	1	1	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	0	0	1	0	2	2	4	1	2	2	.9985351426057
29	1	1	4	14	4	5	4	2	13	4	1	4	4	2754	1	3	3	2	4	4	3	4	4	3	3	3	5	3	4	2	3	3	4	4	4	4	2	2	2	2	2	 	 	 	 	 	0	5	5	3	2	4	4	4	4	4	3	1	 	3	4	 	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	5	4	4	2	60	40	47	43	50	28	58	16	3	2	3	3	2	2	2	3	4	2	2	3	3	3	2	3	3	3	3	2	2	3	3	3	2	2	2	2	2	2	3	4	4	4	2	2	2	2	2	2	5	2	1	2	1	1	1	1	1	2	2	2	 	0	0	1	0	3	3	1	2	 	2	1.5885039900493
57	2	1	2	12	4	1	1	2	17	8	1	1	1	2755	1	5	3	1	3	5	5	5	3	3	3	3	5	5	5	1	5	3	5	3	3	9	1	2	2	2	2	1	 	 	 	 	1	4	4	4	4	5	5	5	5	5	4	1	 	3	3	 	3	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	1	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	2	3	2	2	3	2	3	2	3	2	2	3	3	2	4	4	4	4	4	4	4	4	1	1	1	1	1	2	3	3	3	3	1	1	1	2	2	2	6	2	1	2	1	2	2	2	2	2	2	2	 	0	1	0	0	4	4	4	2	 	2	.4028602187675
58	2	1	4	11	3	1	1	3	12	4	1	1	1	2756	2	4	1	2	2	2	5	4	3	5	3	4	4	2	4	1	4	4	4	3	2	6	2	2	2	2	2	 	 	 	 	 	0	3	4	4	4	4	4	4	2	2	4	 	1	2	 	4	2	2	3	3	0	0	1	0	0	1	1	0	0	0	0	0	5	3	3	3	11	20	86	16	1	33	55	15	2	2	2	1	2	2	3	3	3	3	3	2	2	1	1	2	3	3	2	4	4	3	3	3	2	2	2	2	2	2	3	3	4	4	3	1	1	1	2	2	5	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	2	1	4	2	 	2	.6900496545764
28	1	1	4	12	4	5	4	1	13	4	1	4	4	2757	1	5	5	5	5	5	4	2	5	5	5	5	5	5	5	4	5	5	3	5	5	3	2	1	1	1	1	4	2	5	3	 	4	5	5	4	3	5	5	5	5	5	5	2	 	3	3	 	3	3	3	3	0	0	0	0	0	1	0	0	0	1	1	0	5	2	2	2	3	5	3	4	4	3	2	50	2	1	1	2	1	2	2	1	3	2	2	2	2	3	3	1	3	4	3	3	3	3	3	3	2	2	2	2	2	2	2	3	4	5	1	4	3	2	2	2	5	2	2	 	1	2	2	2	2	2	2	2	 	0	0	1	0	4	4	4	2	 	2	1.1250622317565
78	3	1	2	10	3	1	1	2	9	3	4	1	1	2758	2	5	2	3	3	3	3	4	4	4	3	3	4	3	4	3	4	3	5	3	3	1	2	2	3	2	2	 	 	 	 	 	0	2	4	2	4	4	4	4	5	4	4	 	1	3	 	3	1	1	2	2	0	0	1	0	0	1	0	0	0	1	0	0	2	5	3	2	31	83	90	34	61	97	72	90	2	3	3	1	1	3	3	2	2	3	2	2	2	1	1	2	2	2	4	3	3	3	3	3	2	1	2	2	2	2	3	3	3	3	3	2	2	1	1	1	2	2	1	3	2	2	1	1	2	2	2	2	 	0	0	1	0	3	2	4	2	 	2	.7031301438927
47	1	1	3	11	3	1	1	2	15	6	1	1	1	2759	1	2	3	4	2	3	4	5	4	3	1	3	4	3	4	2	3	1	1	5	3	11	2	2	2	2	2	 	 	 	 	 	0	4	2	5	3	4	5	5	5	5	2	1	 	3	3	 	2	2	2	2	0	0	0	1	0	0	1	0	0	1	0	0	5	3	3	3	34	36	64	-1	21	30	-1	23	3	2	3	3	3	3	3	2	3	2	3	2	2	3	3	2	4	4	5	4	4	4	3	3	2	2	2	2	2	2	4	3	2	1	4	1	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	 	1	0	0	0	4	4	3	2	 	1	.7249762162483
29	1	2	4	9	2	5	4	5	4	2	7	3	3	2760	1	5	3	2	2	3	4	3	5	5	3	5	4	3	4	2	5	3	2	4	1	1	1	1	1	2	1	2	1	1	5	 	4	1	1	2	1	4	3	4	3	5	5	1	 	2	4	 	3	2	2	3	0	0	0	0	1	0	0	0	0	1	1	0	3	4	4	5	13	90	6	5	5	22	2	8	4	3	2	3	4	3	1	3	3	1	2	4	3	2	2	3	2	3	4	2	3	3	4	3	1	1	2	1	1	1	3	5	2	4	4	2	3	2	1	1	2	1	9	 	2	3	3	3	2	3	3	3	2	0	0	1	0	3	4	2	2	 	2	2.2321937877351
24	1	1	4	12	4	5	4	4	15	6	2	4	4	2761	2	4	2	4	3	4	3	4	5	5	3	5	4	2	4	5	4	4	5	4	3	2	2	2	2	3	3	 	 	 	 	 	0	5	3	4	3	3	4	4	5	5	2	 	1	2	 	4	2	2	3	3	0	1	0	0	0	0	0	1	0	1	0	0	5	3	4	3	-1	-1	74	73	-1	-1	75	-1	3	2	-1	2	-1	1	1	2	3	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	1	1	2	-1	-1	2	3	3	3	3	1	5	4	2	2	2	6	2	1	2	1	2	1	2	2	2	2	2	 	0	0	1	0	4	4	4	2	 	2	2.0012986675473
74	3	1	3	10	3	1	1	5	7	2	5	1	1	2762	1	5	2	3	5	4	3	4	3	5	4	4	4	3	5	3	5	1	5	5	3	7	2	2	2	1	2	4	 	 	 	 	1	3	3	5	3	5	4	5	5	4	4	1	 	2	4	 	3	3	3	2	0	0	1	1	0	0	0	0	0	1	0	0	3	3	3	2	32	30	76	85	64	39	30	77	1	1	1	1	2	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	3	1	1	1	2	2	2	2	2	2	5	5	5	5	5	3	3	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	 	0	0	1	0	2	2	1	1	2	2	.6001377849564
56	2	1	2	7	1	1	1	2	12	4	1	1	1	2763	1	2	2	1	2	2	2	3	3	2	2	3	2	2	4	2	5	4	4	4	4	10	2	2	2	2	2	 	 	 	 	 	0	3	3	3	3	3	3	3	3	3	3	1	 	3	4	 	2	2	3	2	0	1	1	0	0	0	0	0	0	1	0	0	3	3	3	3	52	-1	-1	-1	44	-1	47	42	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	4	3	3	3	3	2	1	2	2	2	2	3	3	3	3	4	2	2	2	2	2	6	2	3	4	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	4	1	2	2	1.1229111425743
67	3	2	4	10	3	1	1	2	15	6	2	1	1	2764	2	5	3	3	4	4	3	5	4	5	3	4	4	4	5	4	4	3	5	4	3	1	1	2	1	2	2	1	3	 	 	 	2	4	4	5	3	4	5	4	4	4	3	 	1	3	 	1	2	2	3	2	0	1	0	0	0	1	0	0	0	1	0	0	3	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	4	4	3	4	3	3	4	3	4	4	3	3	2	4	5	5	4	5	3	3	3	1	1	2	2	1	2	4	4	4	5	3	5	4	1	2	2	4	2	1	2	2	2	1	1	2	2	2	2	 	0	0	1	0	3	3	2	2	 	2	.6021930309017
48	1	2	2	12	4	3	2	4	15	6	1	1	1	2765	2	4	2	4	4	3	4	5	5	3	4	4	4	4	5	1	5	3	5	5	3	11	2	2	1	1	2	4	3	 	 	 	2	4	4	5	4	5	5	4	4	4	4	 	1	3	 	3	3	3	3	2	0	1	1	1	0	0	0	0	0	0	0	0	5	2	1	2	22	50	33	27	24	50	24	50	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	3	3	3	2	2	2	2	2	2	2	2	4	3	3	3	4	5	2	2	1	2	5	2	1	1	2	2	2	2	1	2	2	2	 	0	0	1	0	3	3	1	1	2	2	.8579879356193
37	1	1	1	14	4	1	1	2	15	6	1	6	5	2766	2	4	3	3	4	4	4	3	4	4	4	4	3	5	4	2	5	2	5	4	4	10	2	2	2	2	2	 	 	 	 	 	0	4	5	4	4	5	5	5	2	1	1	 	1	3	 	3	2	2	3	3	0	1	1	0	0	1	0	0	0	0	0	0	2	2	2	2	27	20	-1	17	21	17	19	50	2	1	1	1	1	1	1	1	2	1	2	2	2	3	1	1	4	4	4	4	4	4	4	4	2	2	2	2	2	2	4	4	3	5	2	3	1	2	2	2	6	2	3	2	1	2	2	2	2	2	2	2	 	0	0	1	0	4	3	1	2	 	2	.8305448978223
63	2	1	2	10	3	1	1	2	12	4	5	1	1	2767	2	4	2	2	4	4	2	5	3	4	3	4	3	3	4	3	5	3	5	3	3	11	2	2	2	2	2	 	 	 	 	 	0	3	4	5	4	4	5	5	4	3	3	 	1	1	 	2	2	2	3	3	0	1	1	0	0	1	0	0	0	0	0	0	2	2	2	2	10	92	65	35	41	38	57	55	2	3	3	1	2	1	2	2	3	2	2	2	2	1	2	2	4	4	4	4	4	4	4	4	2	2	2	2	1	1	2	3	3	3	2	4	4	2	2	2	5	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	4	1	2	2	.6948593914048
33	1	2	1	13	4	5	4	1	12	4	1	3	3	2768	1	5	4	4	5	4	4	5	5	5	5	4	4	5	5	4	5	3	5	5	4	1	1	1	1	1	2	1	3	1	2	 	4	5	5	5	4	5	5	5	5	5	4	2	 	1	3	 	3	2	2	3	0	1	0	0	0	1	0	0	0	0	1	0	3	2	2	1	3	8	51	0	0	37	14	50	2	2	2	2	2	2	3	2	2	3	3	2	3	3	2	3	4	4	3	3	3	3	3	4	2	2	1	2	2	2	4	3	4	4	2	5	4	2	2	2	6	2	1	2	1	1	2	2	2	2	2	2	 	0	0	1	0	3	3	2	2	 	2	.636943227671
83	3	1	3	8	1	4	3	1	6	2	5	1	1	2769	2	3	2	4	4	3	3	3	3	5	4	2	4	3	4	2	3	3	5	4	3	7	2	2	2	2	3	 	 	 	 	 	0	3	5	4	3	4	4	4	4	4	5	 	1	3	 	4	3	2	3	3	0	1	1	0	0	0	0	0	0	1	0	0	5	5	5	5	0	0	0	0	0	0	0	-1	1	1	1	2	2	1	2	1	3	1	2	2	2	1	2	1	3	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	1	1	3	5	5	1	2	2	3	2	1	2	2	2	1	1	2	2	2	2	 	0	0	1	0	3	3	3	1	2	1	.9678677433243
20	1	1	1	9	2	5	4	3	1	1	1	1	1	2770	1	3	1	5	3	3	3	3	4	3	3	3	3	3	4	2	4	2	5	5	3	7	1	2	2	1	2	4	1	 	 	 	2	5	4	4	5	5	5	5	4	3	2	1	 	1	2	 	3	3	3	2	0	1	0	0	0	1	0	0	0	1	0	0	2	3	3	1	-1	99	72	26	58	50	40	78	3	3	3	2	2	3	2	3	2	2	3	2	3	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	5	5	5	5	2	2	1	2	2	2	6	2	9	 	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	3	2	 	2	2.9301696462789
59	2	1	4	2	1	1	1	4	13	4	1	3	3	2771	1	5	3	5	5	4	5	3	5	5	5	4	5	5	3	3	5	1	1	5	5	2	1	1	1	1	1	5	1	2	3	4	5	3	5	3	1	5	5	5	5	5	5	1	 	3	3	 	1	1	1	3	1	1	0	0	0	1	0	0	0	0	0	0	1	2	2	1	-1	8	11	26	68	0	76	30	2	2	2	2	3	3	2	3	3	3	3	3	2	2	3	2	4	5	5	5	5	5	5	5	1	1	1	1	2	2	1	1	3	5	3	3	3	1	2	2	5	2	1	1	1	3	2	2	2	2	2	2	 	0	0	1	0	3	3	2	2	 	1	1.4387418728532
25	1	1	4	9	2	5	4	4	13	4	1	3	3	2772	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	5	5	3	10	2	2	1	2	2	3	 	 	 	 	1	3	3	3	4	5	5	5	3	3	3	1	 	1	1	 	2	2	3	3	0	0	1	1	0	1	0	0	0	0	0	0	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2	2	2	2	3	2	3	2	2	3	3	2	3	2	4	4	4	4	4	4	4	4	2	2	2	2	2	2	3	3	3	3	2	3	3	2	2	2	6	2	1	1	2	2	2	2	1	2	2	2	 	0	0	1	0	3	3	4	2	 	2	4.398605401534
57	2	2	3	10	3	1	1	2	11	3	1	1	1	2773	1	3	1	2	3	3	2	5	5	4	3	3	3	3	5	5	3	2	5	5	3	11	2	2	2	2	3	 	 	 	 	 	0	3	3	3	3	3	3	3	5	3	1	1	 	3	4	 	1	2	1	3	0	0	0	1	0	0	1	0	0	1	0	0	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	2	2	1	2	2	1	2	2	4	2	3	2	2	2	2	1	3	3	3	3	3	3	3	3	2	1	2	2	2	2	3	3	3	3	3	5	3	1	2	2	1	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	4	2	 	2	.6880343627165
60	2	2	2	10	3	1	1	2	13	4	7	1	1	2774	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	9	1	1	1	1	2	2	1	4	3	 	4	5	5	5	5	5	5	5	5	5	1	 	1	3	 	2	2	2	3	3	0	1	0	0	0	0	0	0	0	1	1	0	5	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	3	2	3	3	2	2	3	4	3	2	4	4	4	4	4	3	4	4	4	4	4	4	4	4	2	2	2	2	2	2	5	5	5	5	2	5	5	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	 	1	0	0	0	3	3	4	1	1	2	.5581692974436
52	2	1	1	10	3	3	2	2	14	5	1	3	3	2775	1	4	2	2	2	3	2	3	1	3	3	5	5	3	3	1	3	3	5	4	3	4	1	1	2	1	2	1	4	2	 	 	3	5	5	4	3	5	5	4	4	4	5	2	 	1	3	 	3	3	3	2	0	1	0	1	0	0	0	0	0	0	1	0	4	2	1	1	35	0	-1	30	-1	-1	22	14	3	3	2	1	2	2	3	2	3	3	3	2	3	3	2	2	4	4	3	4	4	3	3	3	2	1	2	1	1	2	5	5	4	3	2	5	3	2	2	2	6	2	1	2	1	2	2	2	2	2	2	2	 	0	1	0	0	3	3	4	2	 	2	.9350300430647
35	1	1	2	12	4	1	1	5	13	4	1	1	1	2776	2	5	4	4	4	4	2	4	5	5	4	4	4	4	5	2	5	4	5	4	4	9	2	1	2	2	2	2	 	 	 	 	1	4	4	4	4	5	5	5	4	4	4	 	1	3	 	2	2	2	3	2	1	1	0	0	0	0	0	0	0	1	0	0	4	2	2	2	-1	37	42	44	44	43	64	37	3	2	1	3	2	3	3	2	3	3	3	3	3	3	3	2	4	4	4	4	4	3	2	2	1	1	2	2	2	2	3	4	3	3	2	5	5	2	2	2	5	2	1	1	1	1	3	3	3	3	3	3	 	0	0	1	0	3	3	1	2	 	2	1.3013523885016
40	1	1	2	12	4	1	1	2	14	5	1	1	1	2777	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 	2	2	2	2	2	 	 	 	 	 	0	3	3	3	3	3	3	3	3	3	3	 	1	3	 	4	2	2	2	2	0	1	0	0	0	0	1	0	0	1	0	0	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	3	2	2	2	6	2	2	 	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	1	2	 	2	.8992845482424
35	1	1	3	13	4	5	4	1	16	7	6	1	1	2778	2	5	3	5	5	5	3	4	4	5	5	3	4	5	5	3	5	4	5	4	5	10	1	1	1	2	2	1	2	3	 	 	3	4	5	4	5	5	5	5	4	4	5	 	1	3	 	3	3	3	3	3	0	1	1	0	0	1	0	0	0	0	0	0	2	3	3	1	19	77	-1	40	-1	-1	71	21	2	2	3	2	2	2	3	3	4	4	3	2	2	3	2	2	5	4	4	3	3	4	4	2	2	2	2	2	2	1	4	4	5	5	3	2	1	2	1	2	6	1	3	2	2	2	1	1	2	2	2	2	 	0	0	1	0	3	2	1	2	 	2	.4762882607049
45	1	1	1	13	4	1	1	6	16	7	1	3	3	2779	2	3	2	3	4	5	3	2	4	3	5	3	4	4	5	3	5	2	5	4	4	14	1	2	2	1	1	1	4	5	 	 	3	5	5	4	5	5	5	5	4	2	5	 	1	1	 	3	3	3	3	3	0	1	1	1	0	0	0	0	0	0	0	0	4	1	1	1	4	4	-1	-1	4	8	8	-1	2	1	1	1	2	2	2	2	3	3	3	2	3	2	2	2	4	4	4	3	4	4	4	2	1	1	1	1	2	2	4	4	4	4	1	1	1	2	2	2	6	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	4	1	1	2	2	.9948754408796
